symbol,name,sector,industry
IPVF,InterPrivate III Financial Partners Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
IPVI,InterPrivate IV InfraTech Partners Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
IPVIU,InterPrivate IV InfraTech Partners Inc. Units,Industrials,Consumer Electronics/Appliances
IPVIW,InterPrivate IV InfraTech Partners Inc. Warrant,Industrials,Consumer Electronics/Appliances
IPW,iPower Inc. Common Stock,Consumer Discretionary,Catalog/Specialty Distribution
IPWR,Ideal Power Inc. Common Stock,Industrials,Industrial Machinery/Components
IPX,IperionX Limited American Depositary Share,,
IQ,iQIYI Inc. American Depositary Shares,Technology,Internet and Information Services
IQI,Invesco Quality Municipal Income Trust Common Stock,Finance,Finance Companies
IQMD,Intelligent Medicine Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
IQMDU,Intelligent Medicine Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
IQMDW,Intelligent Medicine Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances
IQV,IQVIA Holdings Inc. Common Stock,Health Care,Managed Health Care
IR,Ingersoll Rand Inc. Common Stock,Industrials,Industrial Machinery/Components
IRAA,Iris Acquisition Corp Class A Common Stock,Industrials,Consumer Electronics/Appliances
IRAAU,Iris Acquisition Corp Units,Industrials,Consumer Electronics/Appliances
IRAAW,Iris Acquisition Corp Warrant,Industrials,Consumer Electronics/Appliances
IRBT,iRobot Corporation Common Stock,,
IRDM,Iridium Communications Inc Common Stock,Consumer Discretionary,Telecommunications Equipment
IREN,Iris Energy Limited Ordinary Shares,,
IRIX,IRIDEX Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
IRL,New Ireland Fund Inc (The) Common Stock,Finance,Trusts Except Educational Religious and Charitable
IRM,Iron Mountain Incorporated (Delaware)Common Stock REIT,Real Estate,Real Estate Investment Trusts
IRMD,iRadimed Corporation Common Stock,Health Care,Medical/Dental Instruments
IRNT,IronNet Inc. Common Stock,Technology,EDP Services
IROQ,IF Bancorp Inc. Common Stock,Finance,Finance: Consumer Services
IRRX,Integrated Rail and Resources Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
IRS,IRSA Inversiones Y Representaciones S.A. Common Stock,Real Estate,Homebuilding
IRT,Independence Realty Trust Inc. Common Stock,Real Estate,Real Estate Investment Trusts
IRTC,iRhythm Technologies Inc. Common Stock,Health Care,Medical/Dental Instruments
IRWD,Ironwood Pharmaceuticals Inc. Class A Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IS,ironSource Ltd. Class A Ordinary Shares,,
ISAA,Iron Spark I Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
ISD,PGIM High Yield Bond Fund Inc.,Finance,Trusts Except Educational Religious and Charitable
ISDR,Issuer Direct Corporation Common Stock,Technology,Computer Software: Prepackaged Software
ISEE,IVERIC bio Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ISIG,Insignia Systems Inc. Common Stock,Consumer Discretionary,Advertising
ISO,IsoPlexis Corporation Common Stock,Health Care,Biotechnology: Electromedical & Electrotherapeutic Apparatus
ISPC,iSpecimen Inc. Common Stock,Health Care,Precision Instruments
ISPO,Inspirato Incorporated Class A Common Stock,Consumer Discretionary,Hotels/Resorts
ISPOW,Inspirato Incorporated Warrant,Consumer Discretionary,Hotels/Resorts
ISR,IsoRay Inc. Common Stock (DE),Health Care,Medical Specialities
ISRG,Intuitive Surgical Inc. Common Stock,Health Care,Medical/Dental Instruments
ISSC,Innovative Solutions and Support Inc. Common Stock,Industrials,Military/Government/Technical
ISTR,Investar Holding Corporation Common Stock,Finance,Commercial Banks
ISUN,iSun Inc. Common Stock,Technology,Semiconductors
IT,Gartner Inc. Common Stock,Finance,Diversified Commercial Services
ITAQ,Industrial Tech Acquisitions II Inc. Class A Common Stock,Industrials,Consumer Electronics/Appliances
ITAQU,Industrial Tech Acquisitions II Inc. Unit,Industrials,Consumer Electronics/Appliances
ITCB,Itau CorpBanca American Depositary Shares (each representing 1500 shares of Common Stock no par value),Finance,Commercial Banks
ITCI,Intra-Cellular Therapies Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
ITGR,Integer Holdings Corporation Common Stock,Health Care,Medical/Dental Instruments
ITI,Iteris Inc. Common Stock,Telecommunications,Telecommunications Equipment
ITIC,Investors Title Company Common Stock,Finance,Specialty Insurers
ITOS,iTeos Therapeutics Inc. Common Stock,Health Care,Medicinal Chemicals and Botanical Products
ITP,IT Tech Packaging Inc. Common Stock,Basic Materials,Paper
ITQ,Itiquira Acquisition Corp. Class A Ordinary Shares,Finance,Business Services
ITRG,Integra Resources Corp. Common Shares,,
ITRI,Itron Inc. Common Stock,Industrials,Electrical Products
ITRM,Iterum Therapeutics plc Ordinary Share,Health Care,Biotechnology: Pharmaceutical Preparations
ITRN,Ituran Location and Control Ltd. Ordinary Shares,Technology,Electronic Components
ITT,ITT Inc. Common Stock,Industrials,Fluid Controls
ITUB,Itau Unibanco Banco Holding SA American Depositary Shares (Each repstg 500 Preferred shares),Finance,Major Banks
ITW,Illinois Tool Works Inc. Common Stock,Industrials,Industrial Machinery/Components
IVA,Inventiva S.A. American Depository Shares,Consumer Discretionary,Other Consumer Services
IVAC,Intevac Inc. Common Stock,,
IVC,Invacare Corporation Common Stock,Health Care,Industrial Specialties
IVCA,Investcorp India Acquisition Corp. Class A Ordinary Share,,
IVCAU,Investcorp India Acquisition Corp. Unit,,
IVCAW,Investcorp India Acquisition Corp. Warrant,,
IVCB,Investcorp Europe Acquisition Corp I Class A Ordinary Shares,,
IVCBU,Investcorp Europe Acquisition Corp I Unit,,
IVCP,Swiftmerge Acquisition Corp. Class A Ordinary Share,,
IVCPU,Swiftmerge Acquisition Corp. Unit,,
IVCPW,Swiftmerge Acquisition Corp. Warrants,,
IVDA,Iveda Solutions Inc. Common Stock,Technology,Security Systems Services
IVDAW,Iveda Solutions Inc. Warrant,Technology,Security Systems Services
IVH,Delaware Ivy High Income Opportunities Fund,Finance,Investment Managers
IVR,INVESCO MORTGAGE CAPITAL INC Common Stock,Real Estate,Real Estate Investment Trusts
IVR^B,Invesco Mortgage Capital Inc. Preferred Series B Cum Fxd to Fltg,,
IVR^C,INVESCO MORTGAGE CAPITAL INC 7.5% Fixed-to-Floating Series C Cumulative Redeemable Preferred Stock Liquation Preference $25.00 per Share,,
IVT,InvenTrust Properties Corp. Common Stock,Real Estate,Real Estate Investment Trusts
IVVD,Invivyd Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
IVZ,Invesco Ltd Common Stock,Finance,Investment Managers
IX,Orix Corp Ads Common Stock,Finance,Diversified Financial Services
IXAQ,IX Acquisition Corp. Class A Ordinary Share,,
IXAQU,IX Acquisition Corp. Unit,,
IXAQW,IX Acquisition Corp. Warrant,,
IXHL,Incannex Healthcare Limited American Depositary Shares,,
IZEA,IZEA Worldwide Inc. Common Stock,Consumer Discretionary,Advertising
J,Jacobs Solutions Inc. Common Stock,Industrials,Oilfield Services/Equipment
JACK,Jack In The Box Inc. Common Stock,Consumer Discretionary,Restaurants
JAGX,Jaguar Health Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
JAKK,JAKKS Pacific Inc. Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
JAMF,Jamf Holding Corp. Common Stock,Technology,Computer Software: Prepackaged Software
JAN,JanOne Inc. Common Stock (NV),Utilities,Environmental Services
JANX,Janux Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
JAQC,Jupiter Acquisition Corporation Common stock,Industrials,Consumer Electronics/Appliances
JAQCU,Jupiter Acquisition Corporation Units,Industrials,Consumer Electronics/Appliances
JAQCW,Jupiter Acquisition Corporation Warrants,Industrials,Consumer Electronics/Appliances
JAZZ,Jazz Pharmaceuticals plc Common Stock (Ireland),Health Care,Biotechnology: Pharmaceutical Preparations
JBGS,JBG SMITH Properties Common Shares,Real Estate,Real Estate Investment Trusts
JBHT,J.B. Hunt Transport Services Inc. Common Stock,Industrials,Trucking Freight/Courier Services
JBI,Janus International Group Inc. Common Stock,,
JBK,Lehman ABS 3.50 3.50% Adjustable Corp Backed Tr Certs GS Cap I,Finance,Finance: Consumer Services
JBL,Jabil Inc. Common Stock,Technology,Electrical Products
JBLU,JetBlue Airways Corporation Common Stock,Consumer Discretionary,Air Freight/Delivery Services
JBSS,John B. Sanfilippo & Son Inc. Common Stock,Consumer Staples,Specialty Foods
JBT,John Bean Technologies Corporation Common Stock,Industrials,Diversified Manufacture
JCE,Nuveen Core Equity Alpha Fund Nuveen Core Equity Alpha Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
JCI,Johnson Controls International plc Ordinary Share,Industrials,Industrial Machinery/Components
JCIC,Jack Creek Investment Corp. Class A Ordinary Shares,Finance,Business Services
JCICU,Jack Creek Investment Corp. Units,Finance,Business Services
JCICW,Jack Creek Investment Corp. Warrants,Finance,Business Services
JCSE,JE Cleantech Holdings Limited Ordinary Shares,,
JCTCF,Jewett-Cameron Trading Company Common Shares,,
JD,JD.com Inc. American Depositary Shares,Consumer Discretionary,Catalog/Specialty Distribution
JEF,Jefferies Financial Group Inc. Common Stock,Finance,Investment Bankers/Brokers/Service
JELD,JELD-WEN Holding Inc. Common Stock,,
JEMD,Nuveen Emerging Markets Debt 2022 Target Term Fund Common Shares of Beneficial Interest $0.01 par value per share,Finance,Investment Managers
JEQ,abrdn Japan Equity Fund Inc. Common Stock,Finance,Finance Companies
JFBR,Jeffs' Brands Ltd Ordinary Shares,Miscellaneous,Diversified Commercial Services
JFBRW,Jeffs' Brands Ltd Warrant,Miscellaneous,Diversified Commercial Services
JFIN,Jiayin Group Inc. American Depositary Shares,Finance,Finance: Consumer Services
JFR,Nuveen Floating Rate Income Fund Common Stock,Finance,Trusts Except Educational Religious and Charitable
JFU,9F Inc. American Depositary Shares,Finance,Finance: Consumer Services
JG,Aurora Mobile Limited American Depositary Shares,Technology,EDP Services
JGGC,Jaguar Global Growth Corporation I Class A Ordinary Shares,,
JGGCU,Jaguar Global Growth Corporation I Unit,,
JGH,Nuveen Global High Income Fund Common Shares of Beneficial Interest,Finance,Investment Managers
JHAA,Nuveen Corporate Income 2023 Target Term Fund,Finance,Finance/Investors Services
JHG,Janus Henderson Group plc Ordinary Shares,Finance,Investment Managers
JHI,John Hancock Investors Trust Common Stock,Finance,Trusts Except Educational Religious and Charitable
JHS,John Hancock Income Securities Trust Common Stock,Finance,Finance Companies
JHX,James Hardie Industries plc American Depositary Shares (Ireland),Industrials,Building Materials
JILL,J. Jill Inc. Common Stock,Consumer Discretionary,Clothing/Shoe/Accessory Stores
JJSF,J & J Snack Foods Corp. Common Stock,Consumer Staples,Specialty Foods
JKHY,Jack Henry & Associates Inc. Common Stock,Technology,Retail: Computer Software & Peripheral Equipment
JKS,JinkoSolar Holding Company Limited American Depositary Shares (each representing 4 Common Shares),Technology,Semiconductors
JLL,Jones Lang LaSalle Incorporated Common Stock,Finance,Real Estate
JLS,Nuveen Mortgage and Income Fund,Finance,Investment Managers
JMAC,Maxpro Capital Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
JMACU,Maxpro Capital Acquisition Corp. Units,Industrials,Consumer Electronics/Appliances
JMACW,Maxpro Capital Acquisition Corp. Warrants,Industrials,Consumer Electronics/Appliances
JMIA,Jumia Technologies AG American Depositary Shares each representing two Ordinary Shares,Consumer Discretionary,Catalog/Specialty Distribution
JMM,Nuveen Multi-Market Income Fund (MA),Finance,Trusts Except Educational Religious and Charitable
JMSB,John Marshall Bancorp Inc. Common Stock,Finance,Major Banks
JNCE,Jounce Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
JNJ,Johnson & Johnson Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
JNPR,Juniper Networks Inc. Common Stock,Technology,Computer peripheral equipment
JOAN,JOANN Inc. Common Stock,Consumer Discretionary,Department/Specialty Retail Stores
JOB,GEE Group Inc. Common Stock,Consumer Discretionary,Diversified Commercial Services
JOBY,Joby Aviation Inc. Common Stock,Consumer Discretionary,Aerospace
JOE,St. Joe Company (The) Common Stock,Real Estate,Homebuilding
JOF,Japan Smaller Capitalization Fund Inc Common Stock,Finance,Trusts Except Educational Religious and Charitable
JOFF,JOFF Fintech Acquisition Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
JOFFU,JOFF Fintech Acquisition Corp. Unit,Industrials,Consumer Electronics/Appliances
JOFFW,JOFF Fintech Acquisition Corp. Warrant,Industrials,Consumer Electronics/Appliances
JOUT,Johnson Outdoors Inc. Class A Common Stock,Consumer Discretionary,Recreational Games/Products/Toys
JPC,Nuveen Preferred & Income Opportunities Fund,Finance,Investment Managers
JPI,Nuveen Preferred and Income Term Fund Common Shares of Beneficial Interest,Finance,Finance Companies
JPM,JP Morgan Chase & Co. Common Stock,Finance,Major Banks
JPM^C,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 6.00% Non-Cumulative  Preferred Stock Series EE,,
JPM^D,J P Morgan Chase & Co Depositary Shares each representing a 1/400th  interest in a share of 5.75% Non-Cumulative  Preferred Stock Series DD,,
JPM^J,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of JPMorgan Chase & Co. 4.75% Non-Cumulative Preferred Stock Series GG,,
JPM^K,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.55% Non-Cumulative Preferred Stock Series JJ,,
JPM^L,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.625% Non-Cumulative Preferred Stock Series LL,,
JPM^M,J P Morgan Chase & Co Depositary Shares each representing a 1/400th interest in a share of 4.20% Non-Cumulative Preferred Stock Series MM,,
JPS,Nuveen Preferred & Income Securities Fund,Finance,Investment Managers
JPT,Nuveen Preferred and Income Fund Common Shares of Beneficial Interest,Finance,Trusts Except Educational Religious and Charitable
JQC,Nuveen Credit Strategies Income Fund Shares of Beneficial Interest,Finance,Finance Companies
JRI,Nuveen Real Asset Income and Growth Fund Common Shares of Beneficial Interest,Finance,Finance Companies
JRO,Nuveen Floating Rate Income Opportuntiy Fund Shares of Beneficial Interest,Finance,Investment Managers
JRS,Nuveen Real Estate Income Fund Common Shares of Beneficial Interest,Finance,Finance/Investors Services
JRSH,Jerash Holdings (US) Inc. Common Stock,Consumer Discretionary,Industrial Specialties
JRVR,James River Group Holdings Ltd. Common Shares,Finance,Property-Casualty Insurers
JSD,Nuveen Short Duration Credit Opportunities Fund Common Shares of Beneficial Interest,Finance,Finance Companies
JSM,Navient Corporation 6% Senior Notes due December 15 2043,Finance,Finance: Consumer Services
JSPR,Jasper Therapeutics Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
JSPRW,Japer Therapeutics Inc. Warrants,Health Care,Biotechnology: Pharmaceutical Preparations
JT,Jianpu Technology Inc. American depositary shares,Technology,EDP Services
JUGG,Jaws Juggernaut Acquisition Corporation Class A Ordinary Share,,
JUGGU,Jaws Juggernaut Acquisition Corporation Unit,,
JUGGW,Jaws Juggernaut Acquisition Corporation Warrant,,
JUN,Juniper II Corp. Class A Common Stock,Industrials,Consumer Electronics/Appliances
JUPW,Jupiter Wellness Inc. Common Stock,Health Care,Biotechnology: Pharmaceutical Preparations
JUPWW,Jupiter Wellness Inc. Warrant,Health Care,Biotechnology: Pharmaceutical Preparations
JVA,Coffee Holding Co. Inc. Common Stock,Consumer Staples,Specialty Foods
JWACR,Jupiter Wellness Acquisition Corp. Right,,
